slug;nome;endereco;bairro;orgao;motivo;source_atual;source_corrigido;edit_url
pmms130;Polícia Militar Ambiental - Bonito;Rodovia MS 382 - KM 0;Tarumã Hipica Park;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3721.5018103596544!2d-56.482149925436126!3d-21.13241907687442!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x947c5f3e8d8d64df%3A0x9fc8e19e8a1e3275!2sPol%C3%ADcia%20Militar%20Ambiental!5e0!3m2!1spt-BR!2sbr!4v1703166600164!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3721.5018103596544!2d-56.482149925436126!3d-21.13241907687442!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x947c5f3e8d8d64df%3A0x9fc8e19e8a1e3275!2sPol%C3%ADcia%20Militar%20Ambiental!5e0!3m2!1spt-BR!2sbr!4v1703166600164!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms130
pmms23;Polícia Militar Ambiental - Cassilândia;MS 306, KM001;Joaquim Tenório Sobrinho;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m17!1m12!1m3!1d1585.1415450497607!2d-51.75279135234481!3d-19.10225012522051!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTnCsDA2JzA5LjAiUyA1McKwNDUnMTAuOCJX!5e0!3m2!1spt-BR!2sbr!4v1703168957218!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m17!1m12!1m3!1d1585.1415450497607!2d-51.75279135234481!3d-19.10225012522051!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTnCsDA2JzA5LjAiUyA1McKwNDUnMTAuOCJX!5e0!3m2!1spt-BR!2sbr!4v1703168957218!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms23
pmms90;Polícia Militar Ambiental - Corumbá;BR Ramão Gomes km 1,5;Parque Marina Gatass;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d42677.21160150055!2d-57.73921580597043!3d-19.012307851860278!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9387a0fcfb5976f9%3A0x7e3b144657f35641!2sPol%C3%ADcia%20militar%20ambiental%20-%20Corumb%C3%A1!5e0!3m2!1spt-BR!2sbr!4v1703160986563!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d42677.21160150055!2d-57.73921580597043!3d-19.012307851860278!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9387a0fcfb5976f9%3A0x7e3b144657f35641!2sPol%C3%ADcia%20militar%20ambiental%20-%20Corumb%C3%A1!5e0!3m2!1spt-BR!2sbr!4v1703160986563!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms90
pmms138;Polícia Militar Ambiental - Costa Rica;R. José Pereira da Silva, 154;Jardim Santos Dumont;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3782.7303048884546!2d-53.1226534!3d-18.5410857!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94829965a412b569%3A0x8f16ce45aeeaf28d!2sPolicia%20Militar%20Ambiental!5e0!3m2!1spt-BR!2sbr!4v1703165697435!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3782.7303048884546!2d-53.1226534!3d-18.5410857!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94829965a412b569%3A0x8f16ce45aeeaf28d!2sPolicia%20Militar%20Ambiental!5e0!3m2!1spt-BR!2sbr!4v1703165697435!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms138
pmms111;Polícia Militar Ambiental - Coxim;Av. Presidente Vargas n° 1500;Bairro Jardim Alvorada;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d472.9087416035316!2d-54.7562894683011!3d-18.516696562428535!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x937e35ef3576cbe1%3A0xb2283725784d3f73!2sPol%C3%ADcia%20Militar%20Ambiental!5e0!3m2!1spt-BR!2sbr!4v1703163948270!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d472.9087416035316!2d-54.7562894683011!3d-18.516696562428535!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x937e35ef3576cbe1%3A0xb2283725784d3f73!2sPol%C3%ADcia%20Militar%20Ambiental!5e0!3m2!1spt-BR!2sbr!4v1703163948270!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms111
pmms110;Polícia Militar Ambiental - Jardim;Rua Guaicurus s/n;Vila Maj. Costa;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3712.8880200017634!2d-56.13389705792009!3d-21.47291001347616!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x947d214fe537c069%3A0x72ab60753332e553!2sPolicia%20Militar%20Ambiental!5e0!3m2!1spt-BR!2sbr!4v1703166908530!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3712.8880200017634!2d-56.13389705792009!3d-21.47291001347616!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x947d214fe537c069%3A0x72ab60753332e553!2sPolicia%20Militar%20Ambiental!5e0!3m2!1spt-BR!2sbr!4v1703166908530!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms110
pmms141;Polícia Militar Ambiental - Miranda;Br 262 Km 560;Zona Rural;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d935.9461583316922!2d-56.39817444157197!3d-20.22626861519429!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x947e91f6bdaf139f%3A0x7b8dd57b68be0044!2sPol%C3%ADcia%20Militar%20Ambiental%20-%20Miranda%20MS!5e0!3m2!1spt-BR!2sbr!4v1703163743535!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d935.9461583316922!2d-56.39817444157197!3d-20.22626861519429!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x947e91f6bdaf139f%3A0x7b8dd57b68be0044!2sPol%C3%ADcia%20Militar%20Ambiental%20-%20Miranda%20MS!5e0!3m2!1spt-BR!2sbr!4v1703163743535!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms141
pmms80;Polícia Militar Ambiental - Mundo Novo;BR 163 KM 21;Parque Industrial;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m17!1m11!1m3!1d3091.416950748318!2d-54.28645972532756!3d-23.924440075030333!2m2!1f0!2f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x948b4d3f004733c7%3A0xcb1ef3da7c0e56d1!2sPol%C3%ADcia%20Militar%20Ambiental!5e1!3m2!1spt-BR!2sbr!4v1703106714295!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m17!1m11!1m3!1d3091.416950748318!2d-54.28645972532756!3d-23.924440075030333!2m2!1f0!2f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x948b4d3f004733c7%3A0xcb1ef3da7c0e56d1!2sPol%C3%ADcia%20Militar%20Ambiental!5e1!3m2!1spt-BR!2sbr!4v1703106714295!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms80
pmms18;Polícia Militar Ambiental - Naviraí;Av. Bandeirantes, 705;Centro;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d917.7465584280967!2d-54.18880512674201!3d-23.0609662729635!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x948b8f2388bf1473%3A0x76bb22426035ff24!2sAv.%20Bandeirantes%2C%20705%20-%20Centro%2C%20Navira%C3%AD%20-%20MS%2C%2079950-000!5e0!3m2!1spt-BR!2sbr!4v1703107017132!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d917.7465584280967!2d-54.18880512674201!3d-23.0609662729635!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x948b8f2388bf1473%3A0x76bb22426035ff24!2sAv.%20Bandeirantes%2C%20705%20-%20Centro%2C%20Navira%C3%AD%20-%20MS%2C%2079950-000!5e0!3m2!1spt-BR!2sbr!4v1703107017132!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms18
pmms193;Polícia Militar Ambiental - Nova Porto XV;Av. Euzébio Varaldo n° 10;Centro;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3706.433358268463!2d-52.256941825413925!3d-21.724714796695743!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9491bc49fa1159ad%3A0x374f717b46edca56!2s5&#39;%20Pelot%C3%A3o%20de%20Pol%C3%ADcia%20Militar%20Ambiental%20da%20Nova%20Porto%20XV!5e0!3m2!1spt-BR!2sbr!4v1703107192006!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3706.433358268463!2d-52.256941825413925!3d-21.724714796695743!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9491bc49fa1159ad%3A0x374f717b46edca56!2s5&#39;%20Pelot%C3%A3o%20de%20Pol%C3%ADcia%20Militar%20Ambiental%20da%20Nova%20Porto%20XV!5e0!3m2!1spt-BR!2sbr!4v1703107192006!5m2!1spt-BR!2sbr";https://admin.ms.gov.br/locais_atendimento/editar/pmms193
pmms37;Polícia Militar Ambiental - Porto Murtinho;Rua Dr. Costa Marquês n° 1105;Centro;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3706.9851901668167!2d-57.89410562541477!3d-21.70329549596959!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x947aef27205f77b5%3A0x6083bb704d78b2e4!2sPol%C3%ADcia%20Militar%20Ambiental!5e0!3m2!1spt-BR!2sbr!4v1703167485675!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3706.9851901668167!2d-57.89410562541477!3d-21.70329549596959!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x947aef27205f77b5%3A0x6083bb704d78b2e4!2sPol%C3%ADcia%20Militar%20Ambiental!5e0!3m2!1spt-BR!2sbr!4v1703167485675!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms37
pmms33;Polícia Militar Ambiental - Rio Negro;Rodovia MS 080 - KM 155;Zona Rural;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d791.3408627612669!2d-54.99475609317054!3d-19.35733974918003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94805bc011ef30a5%3A0x2bd909f4137b725!2sPol%C3%ADcia%20militar%20Ambiental%20de%20Rio%20negro!5e0!3m2!1spt-BR!2sbr!4v1703164568723!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d791.3408627612669!2d-54.99475609317054!3d-19.35733974918003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94805bc011ef30a5%3A0x2bd909f4137b725!2sPol%C3%ADcia%20militar%20Ambiental%20de%20Rio%20negro!5e0!3m2!1spt-BR!2sbr!4v1703164568723!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms33
pmms190;Polícia Militar Ambiental - São Gabriel do Oeste;Rua Senador Filinto Muller, nº 472;Bairro Milani;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d7526.823004679498!2d-54.57301806189492!3d-19.394618372360583!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9481a72be1c12c45%3A0xef07161c5b80549d!2sPMA!5e0!3m2!1spt-BR!2sbr!4v1703164461169!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d7526.823004679498!2d-54.57301806189492!3d-19.394618372360583!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9481a72be1c12c45%3A0xef07161c5b80549d!2sPMA!5e0!3m2!1spt-BR!2sbr!4v1703164461169!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms190
pmms114;Polícia Militar Ambiental - Três Lagoas;Rua Taufik Farran n° 345;Vila Piloto;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3730.096968076265!2d-51.66251003065793!3d-20.787364595961385!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9490a2ea63f2cac1%3A0xa36ebf5cf44e098d!2s6%C2%AA%20Cia%20%2F%20Batalh%C3%A3o%20de%20Pol%C3%ADcia%20Militar%20Ambiental!5e0!3m2!1spt-BR!2sbr!4v1703106053679!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3730.096968076265!2d-51.66251003065793!3d-20.787364595961385!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9490a2ea63f2cac1%3A0xa36ebf5cf44e098d!2s6%C2%AA%20Cia%20%2F%20Batalh%C3%A3o%20de%20Pol%C3%ADcia%20Militar%20Ambiental!5e0!3m2!1spt-BR!2sbr!4v1703106053679!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms114
pmms56;Polícia Militar Ambiental - Águas do Miranda;Rodovia MS 345;Distrito de Águas do Rio Miranda;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d698.7074067425144!2d-56.09356328538913!3d-20.76497769857936!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x947db7acbe9910a9%3A0xd9b32ba24b69c85b!2sPolicia%20Militar%20Ambiental%20%C3%81guas%20do%20Miranda!5e0!3m2!1spt-BR!2sbr!4v1703105795189!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d698.7074067425144!2d-56.09356328538913!3d-20.76497769857936!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x947db7acbe9910a9%3A0xd9b32ba24b69c85b!2sPolicia%20Militar%20Ambiental%20%C3%81guas%20do%20Miranda!5e0!3m2!1spt-BR!2sbr!4v1703105795189!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms56
pmms68;Polícia Militar Rodoviária - Amabai;MS 156 KM 011;Zona Rural;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d916.5700556062128!2d-55.2006515!3d-23.2328878!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x948a6ba103d61993%3A0xa983d025edb8e5f2!2sPolicia%20Rodoviaria%20Militar!5e0!3m2!1spt-BR!2sbr!4v1703103182724!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d916.5700556062128!2d-55.2006515!3d-23.2328878!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x948a6ba103d61993%3A0xa983d025edb8e5f2!2sPolicia%20Rodoviaria%20Militar!5e0!3m2!1spt-BR!2sbr!4v1703103182724!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms68
pmms108;Polícia Militar Rodoviária - Bonito;Avenida Pilad Rebua, s/nº;Tarumã Hipica Park;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m17!1m12!1m3!1d3721.5018876055165!2d-56.479558999999995!3d-21.132416!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMjHCsDA3JzU2LjciUyA1NsKwMjgnNDYuNCJX!5e0!3m2!1spt-BR!2sbr!4v1703102010225!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m17!1m12!1m3!1d3721.5018876055165!2d-56.479558999999995!3d-21.132416!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMjHCsDA3JzU2LjciUyA1NsKwMjgnNDYuNCJX!5e0!3m2!1spt-BR!2sbr!4v1703102010225!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms108
pmms175;Polícia Militar Rodoviária - Chapadão do Sul;MS 306, KM 133 + 500,;Zona Rural;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d905.767996305144!2d-52.4879464!3d-18.8533221!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x949d27cca6517d79%3A0xc419fa9527389ea4!2sPMR%20-%20Pol%C3%ADcia%20Militar%20Rodovi%C3%A1ria%20-%20Base%20Chapad%C3%A3o%20do%20Sul!5e1!3m2!1spt-BR!2sbr!4v1703103615309!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d905.767996305144!2d-52.4879464!3d-18.8533221!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x949d27cca6517d79%3A0xc419fa9527389ea4!2sPMR%20-%20Pol%C3%ADcia%20Militar%20Rodovi%C3%A1ria%20-%20Base%20Chapad%C3%A3o%20do%20Sul!5e1!3m2!1spt-BR!2sbr!4v1703103615309!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms175
pmms71;Polícia Militar Rodoviária - Dourados;MS 162 KM 013;Zona Rural;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7363.719623807686!2d-54.9414754!3d-22.1859691!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9489ad1de2ef1115%3A0x8ea3a003a5d43d08!2sPol%C3%ADcia%20Rodovi%C3%A1ria%20Estadual!5e1!3m2!1spt-BR!2sbr!4v1703103066555!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7363.719623807686!2d-54.9414754!3d-22.1859691!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9489ad1de2ef1115%3A0x8ea3a003a5d43d08!2sPol%C3%ADcia%20Rodovi%C3%A1ria%20Estadual!5e1!3m2!1spt-BR!2sbr!4v1703103066555!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms71
pmms50;Polícia Militar Rodoviária - Nova Andradina;MS 134 KM 065;Zona Rural;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d36915.65582628175!2d-53.33661188500504!3d-22.28813935855416!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x948e7c73c425ec19%3A0xfa097816b74f8b9b!2sPMR%20-%20Pol%C3%ADcia%20Militar%20Rodovi%C3%A1ria%20-%20Base%20Nova%20Andradina!5e1!3m2!1spt-BR!2sbr!4v1703102954871!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d36915.65582628175!2d-53.33661188500504!3d-22.28813935855416!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x948e7c73c425ec19%3A0xfa097816b74f8b9b!2sPMR%20-%20Pol%C3%ADcia%20Militar%20Rodovi%C3%A1ria%20-%20Base%20Nova%20Andradina!5e1!3m2!1spt-BR!2sbr!4v1703102954871!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms50
pmms3;Polícia Militar Rodoviária - Paranaíba;MS 240 KM 004;Zona Rural;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m13!1m8!1m3!1d770.7737276250505!2d-51.2428191!3d-19.6820926!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTnCsDQwJzU1LjEiUyA1McKwMTQnMzEuMiJX!5e1!3m2!1spt-BR!2sbr!4v1703102349346!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m13!1m8!1m3!1d770.7737276250505!2d-51.2428191!3d-19.6820926!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTnCsDQwJzU1LjEiUyA1McKwMTQnMzEuMiJX!5e1!3m2!1spt-BR!2sbr!4v1703102349346!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms3
pmms22;Polícia Militar Rodoviária - Posto Aquidaban;MS 164 KM 105;Zona Rural;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d2678.112104459921!2d-55.7473589!3d-22.3835919!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x946263c34c070563%3A0xea742bda83e193f9!2sPolicia%20Rodovi%C3%A1ria%20Estadual%20(PRE-MS)%20Posto%20Aquidaban!5e1!3m2!1spt-BR!2sbr!4v1703103473107!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d2678.112104459921!2d-55.7473589!3d-22.3835919!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x946263c34c070563%3A0xea742bda83e193f9!2sPolicia%20Rodovi%C3%A1ria%20Estadual%20(PRE-MS)%20Posto%20Aquidaban!5e1!3m2!1spt-BR!2sbr!4v1703103473107!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms22
pmms159;Polícia Militar Rodoviária - Sanga Puitã;MS 386 KM 016;Zona Rural;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d2595.373681720509!2d-55.5508221!3d-22.7086343!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9462096ee92edf21%3A0x77ae4197760397e2!2sPRE%20-%20Policia%20Rodovi%C3%A1ria%20Estadual!5e1!3m2!1spt-BR!2sbr!4v1703103305395!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d2595.373681720509!2d-55.5508221!3d-22.7086343!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9462096ee92edf21%3A0x77ae4197760397e2!2sPRE%20-%20Policia%20Rodovi%C3%A1ria%20Estadual!5e1!3m2!1spt-BR!2sbr!4v1703103305395!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms159
pmms20;Polícia Militar Rodoviária - Três Lagoas;Rua Clodoaldo Garcia, n° 1731;São Carlos;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m13!1m8!1m3!1d614.0061898030062!2d-51.7222639!3d-20.8034409!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMjDCsDQ4JzExLjciUyA1McKwNDMnMTkuNSJX!5e1!3m2!1spt-BR!2sbr!4v1703102149641!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m13!1m8!1m3!1d614.0061898030062!2d-51.7222639!3d-20.8034409!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMjDCsDQ4JzExLjciUyA1McKwNDMnMTkuNSJX!5e1!3m2!1spt-BR!2sbr!4v1703102149641!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms20
